Author,Title,Source,URL,Category,Description,Published Status
"Fiore M, Alfieri A, Di Franco S",Tocilizumab alone and in combination therapy against COVID-19-associated pneumonia,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=176897,,,development
"Cui L, Cheng W, Chen Z",Long-term lung function after SARS: systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=175376,,,development
"Li Y, Bi L, Hu X, et al.",The clinical characteristics of pregnant women with coronavirus: a systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=177639,,,development
"Xu H, Lu Z",The psychological impact of 2019 novel coronavirus pneumonia (COVID-19 and mental healthcare strategies: a systematic review and meta-analysis of current evidence,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=176630,,,development
"McCall MC, Nunan D, Heneghan C",Is a 14-day quarantine effective against the spread of COVID-19?,Oxford COVID-19 Evidence Service,https://www.cebm.net/covid-19/is-a-14-day-quarantine-effective-against-the-spread-of-covid-19/,,,published
"Brainard JS, Jones N, Lake I, et al.",Facemasks and similar barriers to prevent respiratory illness such as COVID-19: A rapid systematic review,medRxiv,https://www.medrxiv.org/content/10.1101/2020.04.01.20049528v1.full.pdf,,"To better understand the value of wearing facemasks through evidence about the development of respiratory illness, linked to use of facemasks in community settings.",preprint
"Kahathuduwa CN, Dhanasekara CS, Chin SH",Case fatality rate in COVID-19: a systematic review and meta-analysis,medRxiv,https://www.medrxiv.org/content/10.1101/2020.04.01.20050476v1.full.pdf,,"To estimate the prevalence of severe or critical illness and case fatality of COVID-19 outbreak in December, 2019.",preprint
"Heneghan C, Brassey J, Jefferson T",COVID-19: What proportion are asymptomatic? ,Oxford COVID-19 Evidence Service,https://www.cebm.net/covid-19/covid-19-what-proportion-are-asymptomatic/,,To review the evidence on the proportion of COVID-19 cases that are asymptomatic.,published
,What is the effectiveness of antiretrovirals for COVID-19?,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/154,,,development
Reveiz L,What is the effectiveness of chloroquine and hydroxychloroquine for COVID-19?,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/158,,,preprint
Reveiz L,What is the effectiveness of interferon-?-1a for patients with moderate to severe acute respiratory distress syndrome?,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/159,,,preprint
Reveiz L,What is the effectiveness of remdesivir for COVID-19?,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/156,,,preprint
Wu J,Risk of COVID-19 for adult patients on chemotherapy treatment for cancer,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/151,,,development
Jaiswal N,Role of BCG vaccination for prevention of COVID 19,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/173,,,development
,Is there a role for prophylactic antibiotics for Covid-19 patients who present with worse cough and fever in reducing mortality?,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/130,,,development
,N95 masks vs surgical masks for preventing transmission of COVID between positive inpatients and providers caring for them,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/170,,,development
de Andrada Mendes A,What are the harms for vulnerable populations of public health measures to prevent the spread of COVID-19?,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/162,,,development
Reveiz L,What is the effectiveness of tocilizumab (IL-6 receptor blocker) for COVID-19?,PAHO,https://covidrapidreviews.cochrane.org/question/157,,,preprint
Vandvik PO,Effectiveness of High Flow Nasal Cannula Therapy ,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/135,,,development
Skoetz N,Can convalescent plasma collected from recovered COVID-19 patients be used as a treatment?,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/143,,,development
Devane D,"COVID and pregnancy: MTC transmission, outcomes",Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/139,,,development
,Do asymptomatic women admitted for childbirth have an increased chance of contracting Covid-19?,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/168,,,development
Chou R,"Exposure, risk factors and epidemiology of healthcare worker infections with SARS-1, MERS, and SARS-COV-2",Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/155,,,development
dos Santos Alves DF,Are reused or extensively used N95 masks effective and safe compared to single use of N95 masks in healthcare settings? ,Cochrane COVID Rapid Reviews,https://covidrapidreviews.cochrane.org/question/166,,,development
Navarro P,COVID-19 and Homelessness,Newfoundland and Laborador Centre for Applied Health Research,https://www.nlcahr.mun.ca/CHRSP/COVID-19__Homelessness_4_2020.pdf,,To review the evidence on effective interventions for homeless people during the COVID-19 pandemic.,published
,Impacts of the pandemic and related public health measures on vulnerable populations (authors are encouraged to propose a review question that seek to quantify or address an issue within this area),Cochrane COVID Rapid Reviews,https://covidreviews.cochrane.org/question/147,,,development
"Akl E, Schunemann H",Physical distance from a known COVID-19 patient and droplet transmission; with and without mask use,American University of Beirut Medical Center (protocol under development),,,,preprint
"Ye Z, Guyatt G","Corticosteroids in patients with COVID-19, SARS, MERS, influenza, community acquired pneumonia, or ARDS",McMaster University (protocol under development),,,,preprint
,COVID-19 and use of non-steroidal anti-inflammatory drugs in pediatric patients French],"INESSS, Quebec",https://www.inesss.qc.ca/covid-19/autres-traitements/anti-inflammatoires-non-steroidiens-chez-la-clientele-pediatrique.html,,To review the evidence on the use of NSAIDS in pediatric patients with confirmed or suspected COVID-19.,published
,Personal protective equipment and intrapartum care for low risk women,NSW Health COVID-19 Critical Intelligence Unit,https://www.aci.health.nsw.gov.au/__data/assets/pdf_file/0003/577722/20200404-Evidence-Check-PPE-for-Intrapartum-Care-for-Low-Risk-Women.pdf,,To review the evidence on appropriate PPE for healthcare workers providing routine intrapartum care during the COVID-19 outbreak and other respiratory pandemics.,published
"Hu Y, Li Y, Jiang F, et al.",Efficacy and Safety of First-Line Therapeutic Drugs with Potential for the Treatment of Novel Coronavirus Pneumonia: A Meta-Analysis,SSRN,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3627255,,To evaluate the efficacy and safety of first-line treatment drugs for novel coronavirus pneumonia.,preprint
,3D Printing of N95 Respirators and Face Shields,Ontario Health Quality,https://www.hqontario.ca/Portals/0/documents/evidence/reports/3d-printing-of-n95-respirators-and-face-shields.pdf,,To examine the guidelines and published literature on the use of PAPRs as an alternative to N95 respirators in a health care setting.,published
"Berg C, Nokleby H",Electronic follow-up of children and youth in childcare institutions: a rapid review,Norwegian Institute of Public Health,https://www.fhi.no/en/publ/2020/Electronic-follow-up-of-children-and-youth-in-childcare-institutions/,,To review the evidence on electronic follow-up of children and youth in childcare institutions.,published
"Cao Y, Liu X, Xiong L, et al.",Imaging and Clinical Features of Patients With 2019 Novel Coronavirus SARS-CoV-2: A systematic review and meta-analysis,J Med Virol,https://pubmed.ncbi.nlm.nih.gov/32242947,Clinical Characteristics,To explore reliable evidences for the diagnosis and treatment of the COVID-19 by analyzing all the published studies by Chinese scholars on the clinical and imaging features in novel coronavirus pneumonia (NCP) caused by SARS-CoV-2.,published
"Khunti K, et al.",What is the efficacy of eye protection equipment compared to no eye protection equipment in preventing transmission of COVID-19-type respiratory illnesses in primary and community care?,Oxford COVID-19 Evidence Service,https://www.cebm.net/covid-19/what-is-the-efficacy-of-eye-protection-equipment-compared-to-no-eye-protection-equipment-in-preventing-transmission-of-covid-19-type-respiratory-illnesses-in-primary-and-community-care/,,,published
"Lewis A, Corner E, Jones M, et al.",The use of physiotherapy techniques and associated outcomes when treating COVID-19 patients: a systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=176966,,,development
"Zou Y, Chen Q, He S, et al.",Diagnostic value of nucleic acid detection and serological test for SARS-CoV-2: a systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=176777,,,development
"Shafie D, Heidarpour M, Vakhshoori M",Acute cardiac injury in patients suffering from COVID-19 infection; a systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=176685,,,development
"Rewa O, Bagshaw S, Sebastianski M",Epidemiology and clinical characteristics of critically ill patients with coronavirus 2019 (COVID-19): A protocol for a systematic review,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=176672,,,development
"Komici K, Bencivenga L, Corbi G, et al.",Clinical and laboratory characteristics of elderly with COVID-19: a systematic review with meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=176533,,,development
"Zhang H, Xiang Q, Liu Z, et al.",Potential prognostic value of laboratory tests in coronavirus disease 2019 (COVID-19) infection: a systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=176538,,,development
"Fichera G, Lupi A, Motta R, et al.","Radiological and hybrid imaging in SARS, MERS, and COVID-19 outbreaks",PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=175238,,,development
"Vettore M, Malta M, Rimoin A, et al.","Risk factors, mortality and clinical characteristics of patients with COVID-19: a systematic review and meta-analysis",PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=175073,,,development
"Wang H, Li M, Zheng B",Clinical risk and determinants of the mild and severe 2019 novel coronavirus-infected pneumonia: a systematic review and meta-analysis,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=171226,,,development
"Chen PPY, Dmytriw A, Bruno F, et al.",A systematic review and meta-analysis of the clinical characteristics of 2019-nCoV pneumonia,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=170041,,,development
"Jiang M, Yang Z, Xie J, et al.","Clinical and epidemiological features, outcomes and prognostic factors of novel coronavirus (2019-nCoV) pneumonia: systematic review and meta-analysis",PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=168060,,,development
"de Andrade FB, Justino DCP",The relationship between comorbidities and deaths from COVID-19: a systematic review,PROSPERO,https://www.crd.york.ac.uk/PROSPERO/display_record.php?RecordID=176249,,,development
Chastenay MH,Supportive approaches and interventions for people who require psyhiatric care and who have or are at risk of having COVID-19,"INESSS, Quebec",https://www.inesss.qc.ca/covid-19/services-sociaux/approche-soins-psychiatriques-1467.html,,To review the evidence on effective approaches with patients requiring psychiatric care and who have or are at risk of having COVID-19.,published
"Sharpe H, Kania-Richmond A, Leal J",Guidance on the use of oxygen therapy ,Alberta Health Services,https://www.albertahealthservices.ca/assets/info/ppih/if-ppih-covid-19-sag-oxygen-therapy-rapid-review.pdf,,To review the evidence on the risk of COVID-19 transmission associated with oxygen therapy.,published
